phy_filename	transcript_id	gene_name	chromosome	haplotype_group	overall_cds_start_1based	overall_cds_end_1based	spliced_cds_length	cds_segment_coords_1based
group0_UNC50_ENSG00000115446.12_ENST00000357765.7_chr2_cds_start98609760_cds_end98618301_inv_start87987171_inv_end111255403.phy.gz	ENST00000357765.7	UNC50	2	0	98609760	98618301	777	98609760-98610039;98610775-98610895;98616207-98616346;98616432-98616533;98618168-98618301
group0_ANKRD36B_ENSG00000196912.13_ENST00000359901.9_chr2_cds_start97507045_cds_end97589685_inv_start87987171_inv_end111255403.phy.gz	ENST00000359901.9	ANKRD36B	2	0	97507045	97589685	4059	97589525-97589685;97585284-97585398;97584944-97585117;97580462-97580568;97578906-97579043;97576379-97576446;97560832-97560860;97560665-97560737;97558966-97558994;97558799-97558871;97557104-97557132;97556937-97557009;97555226-97555254;97555060-97555132;97553343-97553371;97553168-97553240;97551452-97551480;97551289-97551361;97549586-97549614;97549419-97549491;97547703-97547731;97547536-97547608;97545833-97545861;97545666-97545738;97543957-97543985;97543790-97543862;97542079-97542107;97541911-97541983;97540201-97540229;97540034-97540106;97538335-97538363;97538168-97538240;97536468-97536496;97536300-97536372;97532311-97532384;97523326-97523467;97515732-97515945;97513180-97513363;97511138-97512052;97509581-97509733;97507995-97508065;97507564-97507657;97507045-97507065
group0_POU3F3_ENSG00000198914.5_ENST00000361360.4_chr2_cds_start104855511_cds_end104857010_inv_start87987171_inv_end111255403.phy.gz	ENST00000361360.4	POU3F3	2	0	104855511	104857010	1500	104855511-104857010
group0_NMS_ENSG00000204640.1_ENST00000376865.1_chr2_cds_start100470489_cds_end100483261_inv_start87987171_inv_end111255403.phy.gz	ENST00000376865.1	NMS	2	0	100470489	100483261	459	100470489-100470564;100472795-100472850;100473489-100473539;100477244-100477267;100477361-100477414;100479353-100479427;100480496-100480531;100481126-100481167;100482277-100482311;100483252-100483261
group0_CNNM4_ENSG00000158158.12_ENST00000377075.3_chr2_cds_start96761000_cds_end96809514_inv_start87987171_inv_end111255403.phy.gz	ENST00000377075.3	CNNM4	2	0	96761000	96809514	2325	96761000-96762401;96797012-96797155;96797513-96797647;96799057-96799226;96799552-96799648;96808561-96808742;96809320-96809514
group0_BCL2L11_ENSG00000153094.26_ENST00000393256.8_chr2_cds_start111123746_cds_end111164228_inv_start87987171_inv_end111255403.phy.gz	ENST00000393256.8	BCL2L11	2	0	111123746	111164228	594	111123746-111124139;111150044-111150147;111164133-111164228
group0_TGFBRAP1_ENSG00000135966.14_ENST00000393359.7_chr2_cds_start105267386_cds_end105308301_inv_start87987171_inv_end111255403.phy.gz	ENST00000393359.7	TGFBRAP1	2	0	105267386	105308301	2580	105307614-105308301;105298511-105298705;105296356-105296510;105284316-105284398;105280382-105280723;105277614-105277671;105275560-105275703;105273544-105273690;105272855-105273014;105269272-105269705;105267386-105267559
group0_LONRF2_ENSG00000170500.13_ENST00000393437.8_chr2_cds_start100284301_cds_end100322093_inv_start87987171_inv_end111255403.phy.gz	ENST00000393437.8	LONRF2	2	0	100284301	100322093	2262	100321415-100322093;100309107-100309225;100302921-100303043;100300644-100300787;100299717-100299918;100299226-100299319;100298836-100298950;100295432-100295553;100294229-100294387;100290258-100290420;100286914-100287063;100284301-100284492
group0_TSGA10_ENSG00000135951.16_ENST00000393483.8_chr2_cds_start98998200_cds_end99109439_inv_start87987171_inv_end111255403.phy.gz	ENST00000393483.8	TSGA10	2	0	98998200	99109439	2094	99109389-99109439;99108833-99108991;99105527-99105697;99105359-99105436;99103967-99104118;99081282-99081397;99078659-99078813;99073018-99073073;99071706-99071874;99068888-99068998;99064939-99065124;99035230-99035439;99020280-99020482;99018536-99018640;99018200-99018349;98998200-98998221
group0_MGAT4A_ENSG00000071073.13_ENST00000393487.6_chr2_cds_start98625569_cds_end98726332_inv_start87987171_inv_end111255403.phy.gz	ENST00000393487.6	MGAT4A	2	0	98625569	98726332	1605	98726239-98726332;98678304-98678471;98675035-98675175;98663046-98663179;98658218-98658264;98656352-98656465;98655445-98655520;98645428-98645542;98643923-98644053;98640121-98640228;98639808-98640001;98636517-98636595;98635222-98635288;98625723-98625835;98625569-98625592
group0_ANKRD39_ENSG00000213337.9_ENST00000393537.5_chr2_cds_start96848304_cds_end96857987_inv_start87987171_inv_end111255403.phy.gz	ENST00000393537.5	ANKRD39	2	0	96848304	96857987	549	96857888-96857987;96854338-96854441;96853401-96853604;96848304-96848444
group0_SEPTIN10_ENSG00000186522.15_ENST00000397712.7_chr2_cds_start109544312_cds_end109613827_inv_start87987171_inv_end111255403.phy.gz	ENST00000397712.7	SEPTIN10	2	0	109544312	109613827	1362	109613798-109613827;109593051-109593119;109585721-109585838;109585126-109585321;109574581-109574767;109567815-109567976;109565763-109565859;109564366-109564534;109553087-109553219;109546050-109546237;109544312-109544324
group0_CRACDL_ENSG00000196872.12_ENST00000397899.7_chr2_cds_start98794535_cds_end98846800_inv_start87987171_inv_end111255403.phy.gz	ENST00000397899.7	CRACDL	2	0	98794535	98846800	2886	98846731-98846800;98838119-98838287;98832862-98832997;98832348-98832512;98826975-98827169;98821857-98823537;98797350-98797537;98796120-98796264;98794535-98794671
group0_RGPD4_ENSG00000196862.10_ENST00000408999.4_chr2_cds_start107827014_cds_end107890728_inv_start87987171_inv_end111255403.phy.gz	ENST00000408999.4	RGPD4	2	0	107827014	107890728	5274	107827014-107827085;107836602-107836669;107838257-107838368;107838812-107838964;107843009-107843239;107843585-107843730;107848341-107848536;107854556-107854643;107856760-107856969;107859114-107859295;107859379-107859554;107859722-107859845;107860766-107860927;107861194-107861331;107861594-107861740;107862682-107862861;107862949-107863032;107866190-107866325;107869883-107869977;107870705-107872928;107879968-107880107;107882672-107882873;107890721-107890728
group0_TBC1D8_ENSG00000204634.13_ENST00000409318.2_chr2_cds_start101007824_cds_end101151253_inv_start87987171_inv_end111255403.phy.gz	ENST00000409318.2	TBC1D8	2	0	101007824	101151253	3465	101151127-101151253;101090209-101090364;101059421-101059539;101054108-101054336;101050401-101050641;101040178-101040385;101038461-101038655;101037532-101037708;101036018-101036168;101033544-101033758;101032268-101032385;101029491-101029776;101028303-101028432;101028048-101028146;101027383-101027451;101022281-101022521;101021681-101021746;101011451-101011540;101010929-101011026;101007824-101008273
group0_ST6GAL2_ENSG00000144057.16_ENST00000409382.8_chr2_cds_start106806681_cds_end106843977_inv_start87987171_inv_end111255403.phy.gz	ENST00000409382.8	ST6GAL2	2	0	106806681	106843977	1587	106843035-106843977;106834049-106834146;106832565-106832666;106830066-106830240;106806681-106806949
group0_INPP4A_ENSG00000040933.17_ENST00000409851.8_chr2_cds_start98520049_cds_end98587605_inv_start87987171_inv_end111255403.phy.gz	ENST00000409851.8	INPP4A	2	0	98520049	98587605	2916	98520049-98520154;98520687-98520731;98533377-98533495;98535729-98535845;98536129-98536208;98537863-98537974;98538891-98538981;98539528-98539675;98543877-98544007;98545969-98546073;98546586-98546694;98552786-98552969;98554271-98554489;98555553-98555808;98559463-98559495;98563465-98563637;98564640-98564763;98565640-98565766;98566029-98566169;98568571-98568668;98572815-98572927;98576989-98577143;98587476-98587605
group0_RGPD3_ENSG00000153165.19_ENST00000409886.4_chr2_cds_start106405222_cds_end106468288_inv_start87987171_inv_end111255403.phy.gz	ENST00000409886.4	RGPD3	2	0	106405222	106468288	5274	106468217-106468288;106459265-106459332;106457567-106457678;106456971-106457123;106452696-106452926;106452205-106452350;106447418-106447613;106441293-106441380;106438968-106439177;106436673-106436854;106436414-106436589;106436123-106436246;106435041-106435202;106434637-106434774;106434228-106434374;106433106-106433285;106432935-106433018;106429646-106429781;106425994-106426088;106423043-106425266;106415850-106415989;106413084-106413285;106405222-106405229
group0_IL1R1_ENSG00000115594.12_ENST00000410023.6_chr2_cds_start102157725_cds_end102176756_inv_start87987171_inv_end111255403.phy.gz	ENST00000410023.6	IL1R1	2	0	102157725	102176756	1707	102157725-102157785;102164774-102165008;102165115-102165304;102166113-102166281;102168598-102168663;102171801-102171918;102172687-102172838;102174587-102174730;102175478-102175645;102176353-102176756
group0_ENSG00000273155_ENSG00000273155.1_ENST00000410042.1_chr2_cds_start99186204_cds_end99195229_inv_start87987171_inv_end111255403.phy.gz	ENST00000410042.1	ENSG00000273155	2	0	99186204	99195229	393	99186204-99186254;99188177-99188257;99194751-99194897;99195116-99195229
group0_TMEM182_ENSG00000170417.16_ENST00000412401.3_chr2_cds_start102762218_cds_end102814965_inv_start87987171_inv_end111255403.phy.gz	ENST00000412401.3	TMEM182	2	0	102762218	102814965	687	102762218-102762349;102762587-102762686;102764329-102764427;102797863-102798000;102814748-102814965
group0_FAHD2B_ENSG00000144199.13_ENST00000414820.6_chr2_cds_start97083758_cds_end97091706_inv_start87987171_inv_end111255403.phy.gz	ENST00000414820.6	FAHD2B	2	0	97083758	97091706	942	97091462-97091706;97090109-97090325;97086139-97086198;97085699-97085861;97084169-97084277;97083948-97084035;97083758-97083817
group0_SMYD1_ENSG00000115593.15_ENST00000419482.7_chr2_cds_start88067865_cds_end88110509_inv_start87987171_inv_end111255403.phy.gz	ENST00000419482.7	SMYD1	2	0	88067865	88110509	1470	88067865-88068001;88084316-88084492;88087862-88088075;88091012-88091142;88093517-88093555;88096595-88096784;88103058-88103150;88106325-88106488;88108371-88108539;88110354-88110509
group0_ANKRD36_ENSG00000135976.21_ENST00000420699.9_chr2_cds_start97113740_cds_end97250164_inv_start87987171_inv_end111255403.phy.gz	ENST00000420699.9	ANKRD36	2	0	97113740	97250164	5745	97113740-97113936;97118064-97118178;97118344-97118517;97122887-97122993;97124460-97124597;97127067-97127134;97142640-97142668;97142763-97142835;97144518-97144546;97144640-97144712;97146486-97146516;97149295-97149361;97151879-97151939;97152504-97152534;97154675-97154741;97158107-97158167;97158588-97158655;97162099-97162138;97164283-97164311;97164397-97164469;97167577-97167605;97167695-97167767;97179738-97179766;97179861-97179933;97181598-97181626;97181721-97181793;97183459-97183487;97183582-97183654;97185316-97185344;97185438-97185510;97187198-97187226;97187329-97187401;97189087-97189115;97189218-97189290;97190978-97191006;97191109-97191181;97192858-97192886;97192981-97193053;97194726-97194754;97194845-97194917;97196593-97196621;97196716-97196788;97198463-97198491;97198586-97198658;97200334-97200362;97200453-97200525;97202202-97202230;97202321-97202393;97204068-97204096;97204191-97204263;97205940-97205968;97206063-97206135;97207811-97207839;97207934-97208006;97209681-97209709;97209800-97209872;97211546-97211574;97211669-97211741;97213419-97213447;97213542-97213614;97215301-97215329;97215425-97215497;97217177-97217205;97217300-97217372;97219050-97219078;97219174-97219246;97224806-97224879;97233730-97233871;97241266-97241479;97243846-97244029;97245157-97246071;97247476-97247628;97249144-97249214;97249552-97249645;97250144-97250164
group0_ZNF892_ENSG00000233757.7_ENST00000425953.6_chr2_cds_start95207816_cds_end95215600_inv_start87987171_inv_end111255403.phy.gz	ENST00000425953.6	ZNF892	2	0	95207816	95215600	1566	95207816-95207834;95208648-95208736;95211618-95211720;95212193-95212282;95214336-95215600
group0_RFX8_ENSG00000196460.14_ENST00000428343.6_chr2_cds_start101397551_cds_end101466848_inv_start87987171_inv_end111255403.phy.gz	ENST00000428343.6	RFX8	2	0	101397551	101466848	1419	101466777-101466848;101422362-101422472;101421724-101421777;101418851-101418964;101417534-101417684;101414854-101414912;101412915-101413071;101410619-101410713;101405943-101406057;101402436-101402752;101397551-101397724
group0_FOXI3_ENSG00000214336.5_ENST00000428390.3_chr2_cds_start88448210_cds_end88452535_inv_start87987171_inv_end111255403.phy.gz	ENST00000428390.3	FOXI3	2	0	88448210	88452535	1260	88451896-88452535;88448210-88448829
group0_KANSL3_ENSG00000114982.19_ENST00000431828.6_chr2_cds_start96595614_cds_end96637135_inv_start87987171_inv_end111255403.phy.gz	ENST00000431828.6	KANSL3	2	0	96595614	96637135	2634	96636921-96637135;96631312-96631482;96619672-96619762;96619359-96619544;96613488-96613619;96612818-96612934;96612462-96612563;96612282-96612353;96611064-96611138;96610726-96610883;96609499-96609562;96608864-96609064;96608508-96608664;96605320-96605511;96604779-96604863;96604250-96604380;96602753-96602862;96602116-96602338;96601643-96601776;96595614-96595631
group0_GPAT2_ENSG00000186281.13_ENST00000434632.6_chr2_cds_start96022162_cds_end96032359_inv_start87987171_inv_end111255403.phy.gz	ENST00000434632.6	GPAT2	2	0	96022162	96032359	2403	96032297-96032359;96032033-96032146;96031261-96031334;96030744-96030848;96030406-96030534;96027991-96028090;96027419-96027552;96027007-96027106;96026697-96026909;96026183-96026305;96025930-96026012;96025485-96025603;96024773-96024843;96024427-96024685;96024189-96024337;96023923-96024000;96023309-96023440;96023106-96023226;96022958-96023023;96022668-96022723;96022162-96022275
group0_ACOXL_ENSG00000153093.21_ENST00000439055.6_chr2_cds_start110768390_cds_end111117813_inv_start87987171_inv_end111255403.phy.gz	ENST00000439055.6	ACOXL	2	0	110768390	111117813	1740	110768390-110768464;110784732-110784815;110793650-110793736;110794076-110794174;110798610-110798724;110799014-110799100;110801652-110801724;110805263-110805395;110841371-110841405;110908789-110908905;110933489-110933642;110987108-110987217;110995893-110996004;111031627-111031714;111049218-111049288;111092865-111092966;111117616-111117813
group0_ITPRIPL1_ENSG00000198885.10_ENST00000439118.3_chr2_cds_start96325840_cds_end96328296_inv_start87987171_inv_end111255403.phy.gz	ENST00000439118.3	ITPRIPL1	2	0	96325840	96328296	1665	96325840-96325849;96326642-96328296
group0_NPHP1_ENSG00000144061.14_ENST00000445609.7_chr2_cds_start110123794_cds_end110204968_inv_start87987171_inv_end111255403.phy.gz	ENST00000445609.7	NPHP1	2	0	110123794	110204968	2031	110204900-110204968;110201421-110201494;110179624-110179684;110178423-110178547;110169806-110169998;110168452-110168553;110165052-110165155;110164688-110164730;110163048-110163135;110161603-110161697;110160127-110160255;110150182-110150256;110147916-110148026;110146753-110146835;110144493-110144569;110143542-110143641;110131679-110131791;110129186-110129259;110125637-110125681;110123794-110124063
group0_NEURL3_ENSG00000163121.10_ENST00000451794.6_chr2_cds_start96498247_cds_end96505286_inv_start87987171_inv_end111255403.phy.gz	ENST00000451794.6	NEURL3	2	0	96498247	96505286	786	96505259-96505286;96500439-96500924;96499378-96499449;96498247-96498446
group0_VWA3B_ENSG00000168658.20_ENST00000477737.6_chr2_cds_start98093093_cds_end98312346_inv_start87987171_inv_end111255403.phy.gz	ENST00000477737.6	VWA3B	2	0	98093093	98312346	3882	98093093-98093288;98115652-98115746;98119513-98119763;98121299-98121458;98128239-98128408;98133824-98133939;98162851-98162976;98181016-98181212;98187975-98188129;98192898-98193036;98194361-98194492;98211930-98212028;98217846-98218028;98228202-98228332;98230050-98230207;98234648-98234767;98236390-98236477;98236574-98236730;98250318-98250436;98256124-98256174;98270682-98270883;98290511-98290622;98297907-98298031;98300079-98300216;98303702-98303802;98311819-98312032;98312200-98312346
group0_LIMS3_ENSG00000256977.13_ENST00000480744.3_chr2_cds_start109898729_cds_end109924766_inv_start87987171_inv_end111255403.phy.gz	ENST00000480744.3	LIMS3	2	0	109898729	109924766	1194	109898729-109898910;109903253-109903412;109914411-109914477;109915952-109916072;109916507-109916656;109919493-109919643;109920254-109920346;109921640-109921688;109924348-109924423;109924622-109924766
group0_CIAO1_ENSG00000144021.3_ENST00000488633.2_chr2_cds_start96266351_cds_end96271348_inv_start87987171_inv_end111255403.phy.gz	ENST00000488633.2	CIAO1	2	0	96266351	96271348	1017	96266351-96266489;96267321-96267469;96267625-96267736;96267836-96267924;96268457-96268658;96269268-96269355;96271111-96271348
group0_FAM178B_ENSG00000168754.15_ENST00000490605.3_chr2_cds_start96876279_cds_end96986313_inv_start87987171_inv_end111255403.phy.gz	ENST00000490605.3	FAM178B	2	0	96876279	96986313	2037	96986241-96986313;96972538-96972606;96971901-96972322;96970716-96970777;96967520-96967627;96960288-96960440;96951379-96951484;96947818-96947902;96929206-96929320;96923490-96923583;96921478-96921654;96921165-96921262;96902620-96902707;96893926-96894051;96878416-96878493;96877890-96878042;96876279-96876308
