Phenotype	Q_GLOBAL	P_Value_x	P_Value_y	N_Total	N_Cases	N_Controls	Beta	OR	P_Valid	P_Source_x	OR_CI95	CI_Method	CI_Sided	CI_Valid	CI_LO_OR	CI_HI_OR	Used_Ridge	Final_Is_MLE	Used_Firth	Inference_Type	N_Total_Used	N_Cases_Used	N_Controls_Used	Model_Notes	Inversion	P_LRT_Overall	P_Overall_Valid	P_Source_y	P_Method	Sig_Global	CI_Valid_DISPLAY	CI_Method_DISPLAY	OR_CI95_DISPLAY	CI_LO_OR_DISPLAY	CI_HI_OR_DISPLAY
Fasciopathy	0.6364649308	0.3153847476	0.3153847476	207429	19580	187849	-0.01451626006	0.9855885929	TRUE	lrt_mle	0.969,1.012	profile	two	TRUE	0.968969002	1.012361101	FALSE	TRUE	FALSE	mle	207429	19580	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3153847476	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.969,1.012	0.968969002	1.012361101
Gastric_ulcer	0.6400397172	0.3184414596	0.3184414596	201609	5010	196599	-0.02730449031	0.9730649076	TRUE	lrt_mle	0.941,1.024	profile	two	TRUE	0.9412583243	1.023536322	FALSE	TRUE	FALSE	mle	201609	5010	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3184414596	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.941,1.024	0.9412583243	1.023536322
Pulmonary_embolism	0.6400397172	0.3199047024	0.3199047024	217201	7369	209832	0.02276279472	1.023023844	TRUE	lrt_mle	0.980,1.049	profile	two	TRUE	0.980338472	1.049498264	FALSE	TRUE	FALSE	mle	217201	7369	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3199047024	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.980,1.049	0.980338472	1.049498264
Abnormal_findings_on_diagnostic_test_of_central_nervous_system	0.6400397172	0.321104762	0.321104762	223230	9045	214185	0.02032596675	1.020533946	TRUE	lrt_mle	0.982,1.044	profile	two	TRUE	0.9823841601	1.044097252	FALSE	TRUE	FALSE	mle	223230	9045	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.321104762	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.982,1.044	0.9823841601	1.044097252
Slurred_speech	0.6400397172	0.3212559092	0.3212559092	216112	1927	214185	0.04387549685	1.044852259	TRUE	lrt_mle	0.962,1.096	profile	two	TRUE	0.9618885343	1.095724386	FALSE	TRUE	FALSE	mle	216112	1927	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3212559092	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.962,1.096	0.9618885343	1.095724386
Dehydration	0.6400397172	0.3224126897	0.3224126897	215355	22864	192491	0.01352772013	1.013619634	TRUE	lrt_mle	0.988,1.030	profile	two	TRUE	0.9881699568	1.029724695	FALSE	TRUE	FALSE	mle	215355	22864	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3224126897	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.988,1.030	0.9881699568	1.029724695
Age_related_macular_degeneration	0.6400397172	0.3226045629	0.3226045629	261844	4156	257688	-0.0290871278	0.9713318308	TRUE	lrt_mle	0.938,1.025	profile	two	TRUE	0.937636785	1.025444236	FALSE	TRUE	FALSE	mle	261844	4156	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3226045629	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.938,1.025	0.937636785	1.025444236
Other_nonthrombocytopenic_purpura		0.3226773227	0.3226773227	266744	1793	264951	-0.04029041069	0.9605104561	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	266744	1793	264951	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Abnormal_thyroid_function_studies	0.6400397172	0.3227457048	0.3227457048	198339	5848	192491	0.02470787588	1.025015645	TRUE	lrt_mle	0.978,1.054	profile	two	TRUE	0.9784541381	1.053721006	FALSE	TRUE	FALSE	mle	198339	5848	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3227457048	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.978,1.054	0.9784541381	1.053721006
Gynecological_malignant_neoplasms	0.6400397172	0.3245093021	0.3245093021	261797	5030	256767	-0.02706977236	0.9732933302	TRUE	lrt_mle	0.941,1.024	profile	two	TRUE	0.9412638176	1.023901573	FALSE	TRUE	FALSE	mle	153275	5003	148272	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3245093021	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.941,1.024	0.9412638176	1.023901573
Disorders_of_parathyroid_gland	0.6400397172	0.3245918101	0.3245918101	200984	8493	192491	-0.02168683119	0.9785466374	TRUE	lrt_mle	0.953,1.019	profile	two	TRUE	0.9527646833	1.01919357	FALSE	TRUE	FALSE	mle	200984	8493	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3245918101	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.953,1.019	0.9527646833	1.01919357
Rhabdomyolysis	0.6400397172	0.3253879514	0.3253879514	189961	2112	187849	-0.0437374775	0.9572052124	TRUE	lrt_mle	0.904,1.039	profile	two	TRUE	0.9037034157	1.039013142	FALSE	TRUE	FALSE	mle	189961	2112	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3253879514	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.904,1.039	0.9037034157	1.039013142
Hernia	0.6400397172	0.3265607631	0.3265607631	234412	37813	196599	-0.01074908937	0.9893084756	TRUE	lrt_mle	0.977,1.010	profile	two	TRUE	0.9766228921	1.009571062	FALSE	TRUE	FALSE	mle	234412	37813	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3265607631	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.977,1.010	0.9766228921	1.009571062
Allergic_rhinitis_due_to_animal_hair_and_dander	0.6400397172	0.3267602583	0.3267602583	211799	2167	209632	-0.03951752274	0.9612531101	TRUE	lrt_mle	0.914,1.035	profile	two	TRUE	0.9141615013	1.035146947	FALSE	TRUE	FALSE	mle	211799	2167	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3267602583	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.914,1.035	0.9141615013	1.035146947
Vitamin_B12_deficiency_anemia_due_to_intrinsic_factor_deficiency_Pernicious_anemia	0.6400397172	0.3279156187	0.3279156187	267153	2202	264951	0.03854064405	1.039292969	TRUE	lrt_mle	0.966,1.084	profile	two	TRUE	0.9657808165	1.083908362	FALSE	TRUE	FALSE	mle	267153	2202	264951	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3279156187	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.966,1.084	0.9657808165	1.083908362
Chills_without_fever	0.6400397172	0.3282410392	0.3282410392	187740	5167	182573	-0.02685630364	0.97350112	TRUE	lrt_mle	0.941,1.024	profile	two	TRUE	0.9409145477	1.024131887	FALSE	TRUE	FALSE	mle	187740	5167	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3282410392	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.941,1.024	0.9409145477	1.024131887
Morphologic_lesions_in_glomerular_diseases	0.6400397172	0.3283618343	0.3283618343	223918	2803	221115	-0.03743278391	0.9632591621	TRUE	lrt_mle	0.917,1.034	profile	two	TRUE	0.9172476901	1.033741159	FALSE	TRUE	FALSE	mle	223918	2803	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3283618343	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.917,1.034	0.9172476901	1.033741159
Inguinal_hernia	0.6400397172	0.3286109958	0.3286109958	205698	9099	196599	-0.02019391409	0.9800086174	TRUE	lrt_mle	0.956,1.018	profile	two	TRUE	0.9561256462	1.018107901	FALSE	TRUE	FALSE	mle	205698	9099	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3286109958	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.956,1.018	0.9561256462	1.018107901
Acute_bronchitis	0.6405187147	0.3295733879	0.3295733879	235933	26301	209632	0.01216705495	1.012241375	TRUE	lrt_mle	0.989,1.027	profile	two	TRUE	0.9890969884	1.026800699	FALSE	TRUE	FALSE	mle	235933	26301	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3295733879	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.989,1.027	0.9890969884	1.026800699
Poor_fetal_growth_and_uterine_size_date_discrepancy		0.3296703297	0.3296703297	363369	4490	358879	-0.03102356399	0.9694527286	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	211571	4490	207081	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Chronic_cholecystitis		0.3296703297	0.3296703297	198572	1973	196599	-0.03990254416	0.9608830783	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	198572	1973	196599	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Bells_palsy	0.6435701713	0.3318633657	0.3318633657	216579	2394	214185	-0.03877372866	0.9619683504	TRUE	lrt_mle	0.914,1.035	profile	two	TRUE	0.9140934368	1.035377901	FALSE	TRUE	FALSE	mle	216579	2394	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3318633657	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.914,1.035	0.9140934368	1.035377901
Telogen_effluvium		0.3326673327	0.3326673327	231567	1106	230461	-0.05525942947	0.9462396337	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	231567	1106	230461	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Visual_hallucinations	0.6464858542	0.3340900052	0.3340900052	240202	1117	239085	-0.05772202718	0.9439122929	TRUE	lrt_mle	0.872,1.053	profile	two	TRUE	0.8719406888	1.053194046	FALSE	TRUE	FALSE	mle	240202	1117	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3340900052	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.872,1.053	0.8719406888	1.053194046
Weakness	0.6535992642	0.338780818	0.338780818	213554	30981	182573	-0.01160393087	0.9884631351	TRUE	lrt_mle	0.974,1.011	profile	two	TRUE	0.9741426462	1.01085494	FALSE	TRUE	FALSE	mle	213554	30981	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.338780818	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.974,1.011	0.9741426462	1.01085494
Gastrointestinal_obstruction	0.6535992642	0.3394706081	0.3394706081	211283	14684	196599	-0.01561436584	0.9845069063	TRUE	lrt_mle	0.965,1.015	profile	two	TRUE	0.96531429	1.014607859	FALSE	TRUE	FALSE	mle	211283	14684	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3394706081	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.965,1.015	0.96531429	1.014607859
Anesthesia_of_skin	0.6535992642	0.340195466	0.340195466	237619	23434	214185	-0.01270340043	0.9873769472	TRUE	lrt_mle	0.972,1.012	profile	two	TRUE	0.971600582	1.01194017	FALSE	TRUE	FALSE	mle	237619	23434	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.340195466	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.972,1.012	0.971600582	1.01194017
Neuromuscular_dysfunction_of_bladder	0.6535992642	0.3406904442	0.3406904442	224780	3665	221115	-0.02974694246	0.9706911432	TRUE	lrt_mle	0.934,1.028	profile	two	TRUE	0.9337917022	1.02794703	FALSE	TRUE	FALSE	mle	224780	3665	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3406904442	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.934,1.028	0.9337917022	1.02794703
Kidney_stone_disease	0.65653432	0.3446356677	0.3446356677	241620	20505	221115	0.0128926602	1.012976129	TRUE	lrt_mle	0.988,1.029	profile	two	TRUE	0.9877686653	1.029007176	FALSE	TRUE	FALSE	mle	241620	20505	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3446356677	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.988,1.029	0.9877686653	1.029007176
Metabolic_syndrome_Dysmetabolic_syndrome_X	0.65653432	0.3447669261	0.3447669261	196814	4323	192491	0.02746133338	1.027841871	TRUE	lrt_mle	0.974,1.062	profile	two	TRUE	0.9739084683	1.061922863	FALSE	TRUE	FALSE	mle	196814	4323	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3447669261	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.974,1.062	0.9739084683	1.061922863
Type_1_diabetes	0.65653432	0.3449869215	0.3449869215	199657	7166	192491	-0.02270245469	0.9775533069	TRUE	lrt_mle	0.949,1.022	profile	two	TRUE	0.9485652419	1.021792101	FALSE	TRUE	FALSE	mle	199657	7166	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3449869215	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.949,1.022	0.9485652419	1.021792101
Dysuria	0.65653432	0.345157864	0.345157864	259508	38393	221115	-0.01015609364	0.9898953053	TRUE	lrt_mle	0.977,1.010	profile	two	TRUE	0.9771462827	1.009725894	FALSE	TRUE	FALSE	mle	259508	38393	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.345157864	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.977,1.010	0.9771462827	1.009725894
Premenstrual_dysphoric_disorder		0.3466533467	0.3466533467	240913	1828	239085	-0.03941552789	0.9613511579	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	142680	1825	140855	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
End_stage_renal_disease_CDK_stage_5	0.6573108726	0.3469514534	0.3469514534	226141	5026	221115	0.02837481115	1.028781211	TRUE	lrt_mle	0.973,1.066	profile	two	TRUE	0.9725708607	1.065792291	FALSE	TRUE	FALSE	mle	226141	5026	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3469514534	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.973,1.066	0.9725708607	1.065792291
Hyperuricemia_without_signs_of_gout	0.6573108726	0.3472597921	0.3472597921	194209	1718	192491	0.04285810957	1.043789781	TRUE	lrt_mle	0.959,1.097	profile	two	TRUE	0.9590176375	1.096548329	FALSE	TRUE	FALSE	mle	194209	1718	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3472597921	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.959,1.097	0.9590176375	1.096548329
Lumbosacral_sprain	0.6573108726	0.34822691	0.34822691	189860	2011	187849	0.03983518759	1.04063925	TRUE	lrt_mle	0.962,1.090	profile	two	TRUE	0.9616747551	1.09030343	FALSE	TRUE	FALSE	mle	189860	2011	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.34822691	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.962,1.090	0.9616747551	1.09030343
Endometriosis	0.6573108726	0.3494889374	0.3494889374	226946	5831	221115	0.02361232724	1.023893305	TRUE	lrt_mle	0.977,1.054	profile	two	TRUE	0.9771926501	1.053558458	FALSE	TRUE	FALSE	mle	131085	5827	125258	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3494889374	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.977,1.054	0.9771926501	1.053558458
Problems_related_to_lifestyle	0.6573108726	0.3499521657	0.3499521657	245487	6402	239085	0.0227755031	1.023036845	TRUE	lrt_mle	0.978,1.052	profile	two	TRUE	0.9778997943	1.051918501	FALSE	TRUE	FALSE	mle	245487	6402	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3499521657	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.978,1.052	0.9778997943	1.051918501
Gross_hematuria	0.6573108726	0.3500033904	0.3500033904	228847	7732	221115	-0.020436302	0.9797711039	TRUE	lrt_mle	0.954,1.020	profile	two	TRUE	0.9539114015	1.019885149	FALSE	TRUE	FALSE	mle	228847	7732	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3500033904	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.954,1.020	0.9539114015	1.019885149
UterineUterovaginal_prolapse	0.6573108726	0.3514532015	0.3514532015	227959	6844	221115	-0.02183544943	0.9784012183	TRUE	lrt_mle	0.951,1.021	profile	two	TRUE	0.9505929649	1.021399588	FALSE	TRUE	FALSE	mle	132096	6838	125258	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3514532015	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.951,1.021	0.9505929649	1.021399588
Intestinal_perforation	0.6573108726	0.3515781278	0.3515781278	198609	2010	196599	-0.03928044697	0.9614810269	TRUE	lrt_mle	0.911,1.039	profile	two	TRUE	0.9108820531	1.038519341	FALSE	TRUE	FALSE	mle	198609	2010	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3515781278	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.911,1.039	0.9108820531	1.038519341
Inflammatory_myopathy	0.6573108726	0.352851086	0.352851086	190168	2319	187849	-0.03738561996	0.9633045942	TRUE	lrt_mle	0.915,1.037	profile	two	TRUE	0.9147261411	1.036898189	FALSE	TRUE	FALSE	mle	190168	2319	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.352851086	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.915,1.037	0.9147261411	1.036898189
Herpes_zoster	0.6573108726	0.353628214	0.353628214	259049	10948	248101	0.01694142513	1.017085745	TRUE	lrt_mle	0.983,1.039	profile	two	TRUE	0.9833581029	1.038733198	FALSE	TRUE	FALSE	mle	259049	10948	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.353628214	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.983,1.039	0.9833581029	1.038733198
Hepatic_failure	0.6573108726	0.3536538364	0.3536538364	198940	2341	196599	0.03710116952	1.037798009	TRUE	lrt_mle	0.963,1.086	profile	two	TRUE	0.9634162751	1.0857381	FALSE	TRUE	FALSE	mle	198940	2341	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3536538364	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.963,1.086	0.9634162751	1.0857381
Microscopic_hematuria	0.6586508415	0.3551115275	0.3551115275	231343	10228	221115	0.01774209881	1.017900425	TRUE	lrt_mle	0.982,1.041	profile	two	TRUE	0.9824774942	1.040678171	FALSE	TRUE	FALSE	mle	231343	10228	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3551115275	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.982,1.041	0.9824774942	1.040678171
Alcoholic_liver_disease	0.6619357698	0.3576230166	0.3576230166	242206	3121	239085	-0.0329149425	0.9676208595	TRUE	lrt_mle	0.923,1.033	profile	two	TRUE	0.923444566	1.03324569	FALSE	TRUE	FALSE	mle	242206	3121	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3576230166	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.923,1.033	0.923444566	1.03324569
Blood_in_stool	0.6631807989	0.3590374795	0.3590374795	211963	15364	196599	-0.01489912705	0.9852113158	TRUE	lrt_mle	0.966,1.015	profile	two	TRUE	0.9657092898	1.01502787	FALSE	TRUE	FALSE	mle	211963	15364	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3590374795	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.966,1.015	0.9657092898	1.01502787
Failure_to_thrive	0.6668526317	0.3617712823	0.3617712823	194794	2303	192491	0.03656587577	1.037242631	TRUE	lrt_mle	0.963,1.085	profile	two	TRUE	0.9630118223	1.084825954	FALSE	TRUE	FALSE	mle	194794	2303	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3617712823	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.963,1.085	0.9630118223	1.084825954
Chronic_pain_syndrome	0.6669298241	0.363874368	0.363874368	194487	11914	182573	0.01644673507	1.016582727	TRUE	lrt_mle	0.983,1.038	profile	two	TRUE	0.9832120789	1.038320472	FALSE	TRUE	FALSE	mle	194487	11914	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.363874368	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.983,1.038	0.9832120789	1.038320472
Segmental_and_somatic_dysfunction	0.6669298241	0.3640122096	0.3640122096	192861	5012	187849	-0.02438597483	0.9759089608	TRUE	lrt_mle	0.944,1.025	profile	two	TRUE	0.9435134913	1.02503702	FALSE	TRUE	FALSE	mle	192861	5012	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3640122096	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.944,1.025	0.9435134913	1.02503702
Spinal_stenosis	0.6669298241	0.3640511791	0.3640511791	216701	28852	187849	-0.01148515431	0.9885805483	TRUE	lrt_mle	0.974,1.012	profile	two	TRUE	0.9735301965	1.011790041	FALSE	TRUE	FALSE	mle	216701	28852	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3640511791	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.974,1.012	0.9735301965	1.011790041
Inflammation_of_the_heart_Carditis	0.6669753017	0.364822061	0.364822061	214275	4443	209832	-0.02629025293	0.974052327	TRUE	lrt_mle	0.939,1.027	profile	two	TRUE	0.9391462781	1.027065704	FALSE	TRUE	FALSE	mle	214275	4443	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.364822061	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.939,1.027	0.9391462781	1.027065704
Trigeminal_nerve_disorders_CN5	0.6676504892	0.3670784244	0.3670784244	216959	2774	214185	-0.03231935866	0.9681973305	TRUE	lrt_mle	0.925,1.034	profile	two	TRUE	0.9249389551	1.033536433	FALSE	TRUE	FALSE	mle	216959	2774	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3670784244	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.925,1.034	0.9249389551	1.033536433
Methicillin_resistant_Staphylococcus_aureus	0.6676504892	0.3673547472	0.3673547472	251427	3326	248101	0.02990109522	1.030352622	TRUE	lrt_mle	0.969,1.070	profile	two	TRUE	0.9690318163	1.070261095	FALSE	TRUE	FALSE	mle	251427	3326	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3673547472	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.969,1.070	0.9690318163	1.070261095
Peptic_ulcer	0.6676504892	0.3677755355	0.3677755355	207393	10794	196599	-0.0171229296	0.9830228346	TRUE	lrt_mle	0.960,1.018	profile	two	TRUE	0.960134382	1.017820699	FALSE	TRUE	FALSE	mle	207393	10794	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3677755355	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.960,1.018	0.960134382	1.017820699
Epistaxis	0.6676504892	0.3681786255	0.3681786255	218030	8398	209632	-0.0193093323	0.9808758987	TRUE	lrt_mle	0.955,1.020	profile	two	TRUE	0.9549506076	1.020135841	FALSE	TRUE	FALSE	mle	218030	8398	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3681786255	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.955,1.020	0.9549506076	1.020135841
